"date","pt","dose","coverage"
2021-10-30,"Prince Edward Island","dose_2",78.09
2021-10-30,"Nova Scotia","dose_1",81.62
2021-10-30,"Nova Scotia","dose_2",76.93
2021-10-30,"Nova Scotia","dose_3",0.25
2021-10-30,"New Brunswick","dose_1",81.03
2021-10-30,"New Brunswick","dose_2",74.94
2021-10-30,"Quebec","dose_1",78.7
2021-10-30,"Quebec","dose_2",76.37
2021-10-30,"Quebec","dose_3",1.41
2021-10-30,"Ontario","dose_1",77.55
2021-10-30,"Ontario","dose_2",74.33
2021-10-30,"Manitoba","dose_1",75.65
2021-10-30,"Manitoba","dose_2",72.6
2021-10-30,"Manitoba","dose_3",2.73
2021-10-30,"Saskatchewan","dose_1",72.58
2021-10-30,"Saskatchewan","dose_2",66.85
2021-10-30,"Saskatchewan","dose_3",4.71
2021-10-30,"Alberta","dose_1",73.02
2021-10-30,"Alberta","dose_2",67.65
2021-10-30,"Alberta","dose_3",5.8
2021-10-30,"British Columbia","dose_1",79.6
2021-10-30,"British Columbia","dose_2",75.59
2021-10-30,"British Columbia","dose_3",2.05
2021-10-30,"Yukon","dose_1",76.26
2021-10-30,"Yukon","dose_2",72.79
2021-10-30,"Yukon","dose_3",1.09
2021-10-30,"Northwest Territories","dose_1",71.88
2021-10-30,"Northwest Territories","dose_2",67.74
2021-10-30,"Nunavut","dose_1",66.32
2021-10-30,"Nunavut","dose_2",58.13
2021-11-06,"Newfoundland and Labrador","dose_1",87.14
2021-11-06,"Newfoundland and Labrador","dose_2",81.33
2021-11-06,"Prince Edward Island","dose_1",82.91
2021-11-06,"Prince Edward Island","dose_2",78.6
2021-11-06,"Nova Scotia","dose_1",81.86
2021-11-06,"Nova Scotia","dose_2",77.46
2021-11-06,"Nova Scotia","dose_3",0.46
2021-11-06,"New Brunswick","dose_1",81.27
2021-11-06,"New Brunswick","dose_2",75.69
2021-11-06,"Quebec","dose_1",78.85
2021-11-06,"Quebec","dose_2",76.63
2021-11-06,"Quebec","dose_3",1.87
2021-11-06,"Ontario","dose_1",77.78
2021-11-06,"Ontario","dose_2",74.78
2021-11-06,"Manitoba","dose_1",75.91
2021-11-06,"Manitoba","dose_2",73.02
2021-11-06,"Manitoba","dose_3",3.44
2021-11-06,"Saskatchewan","dose_1",73.02
2021-11-06,"Saskatchewan","dose_2",67.94
2021-11-06,"Saskatchewan","dose_3",5.73
2021-11-06,"Alberta","dose_1",73.35
2021-11-06,"Alberta","dose_2",68.47
2021-11-06,"Alberta","dose_3",6.27
2021-11-06,"British Columbia","dose_1",79.86
2021-11-06,"British Columbia","dose_2",76.2
2021-11-06,"British Columbia","dose_3",2.9
2021-11-06,"Yukon","dose_1",77.67
2021-11-06,"Yukon","dose_2",74.11
2021-11-06,"Yukon","dose_3",4.26
2021-11-06,"Northwest Territories","dose_1",72.36
2021-11-06,"Northwest Territories","dose_2",68.4
2021-11-06,"Nunavut","dose_1",66.75
2021-11-06,"Nunavut","dose_2",58.7
2021-11-13,"Newfoundland and Labrador","dose_1",87.46
2021-11-13,"Newfoundland and Labrador","dose_2",82.2
2021-11-13,"Prince Edward Island","dose_1",83.19
2021-11-13,"Prince Edward Island","dose_2",79.42
2021-11-13,"Nova Scotia","dose_1",82.06
2021-11-13,"Nova Scotia","dose_2",77.95
2021-11-13,"Nova Scotia","dose_3",0.74
2021-11-13,"New Brunswick","dose_1",81.48
2021-11-13,"New Brunswick","dose_2",76.33
2021-11-13,"Quebec","dose_1",79.03
2021-11-13,"Quebec","dose_2",76.91
2021-11-13,"Quebec","dose_3",2.32
2021-11-13,"Ontario","dose_1",78.01
2021-11-13,"Ontario","dose_2",75.2
2021-11-13,"Manitoba","dose_1",76.11
2021-11-13,"Manitoba","dose_2",73.35
2021-11-13,"Manitoba","dose_3",4.07
2021-11-13,"Saskatchewan","dose_1",73.35
2021-11-13,"Saskatchewan","dose_2",68.71
2021-11-13,"Saskatchewan","dose_3",6.29
2021-11-13,"Alberta","dose_1",73.66
2021-11-13,"Alberta","dose_2",69.24
2021-11-13,"Alberta","dose_3",7.02
2021-11-13,"British Columbia","dose_1",80.08
2021-11-13,"British Columbia","dose_2",76.66
2021-11-13,"British Columbia","dose_3",3.97
2021-11-13,"Yukon","dose_1",77.87
2021-11-13,"Yukon","dose_2",74.27
2021-11-13,"Yukon","dose_3",7.19
2021-11-13,"Northwest Territories","dose_1",72.36
2021-11-13,"Northwest Territories","dose_2",68.4
2021-11-13,"Nunavut","dose_1",67.34
2021-11-13,"Nunavut","dose_2",59.33
2021-11-20,"Newfoundland and Labrador","dose_1",87.8
2021-11-20,"Newfoundland and Labrador","dose_2",83.31
2021-11-20,"Prince Edward Island","dose_1",83.39
2021-11-20,"Prince Edward Island","dose_2",80.02
2021-11-20,"Nova Scotia","dose_1",82.8
2021-11-20,"Nova Scotia","dose_2",79.19
2021-11-20,"Nova Scotia","dose_3",0.98
2021-11-20,"New Brunswick","dose_1",81.71
2021-11-20,"New Brunswick","dose_2",77.05
2021-11-20,"Quebec","dose_1",79.21
2021-11-20,"Quebec","dose_2",77.17
2021-11-20,"Quebec","dose_3",2.7
2021-11-20,"Ontario","dose_1",78.23
2021-11-20,"Ontario","dose_2",75.59
2021-11-20,"Manitoba","dose_1",76.34
2021-11-20,"Manitoba","dose_2",73.72
2021-11-20,"Manitoba","dose_3",4.67
2021-11-20,"Saskatchewan","dose_1",73.66
2021-11-20,"Saskatchewan","dose_2",69.41
2021-11-20,"Saskatchewan","dose_3",6.64
2021-11-20,"Alberta","dose_1",74.06
2021-11-20,"Alberta","dose_2",70.04
2021-11-20,"Alberta","dose_3",7.66
2021-11-20,"British Columbia","dose_1",80.26
2021-11-20,"British Columbia","dose_2",77.07
2021-11-20,"British Columbia","dose_3",5.44
2021-11-20,"Yukon","dose_1",78.25
2021-11-20,"Yukon","dose_2",74.7
2021-11-20,"Yukon","dose_3",12.75
2021-11-20,"Northwest Territories","dose_1",72.91
2021-11-20,"Northwest Territories","dose_2",69.46
2021-11-20,"Nunavut","dose_1",68.06
2021-11-20,"Nunavut","dose_2",60.03
2021-11-27,"Newfoundland and Labrador","dose_1",88.61
2021-11-27,"Newfoundland and Labrador","dose_2",84.24
2021-11-27,"Prince Edward Island","dose_1",83.94
2021-11-27,"Prince Edward Island","dose_2",80.49
2021-11-27,"Nova Scotia","dose_1",83.02
2021-11-27,"Nova Scotia","dose_2",79.64
2021-11-27,"Nova Scotia","dose_3",1.68
2021-11-27,"New Brunswick","dose_1",82.14
2021-11-27,"New Brunswick","dose_2",77.61
2021-11-27,"Quebec","dose_1",79.95
2021-11-27,"Quebec","dose_2",77.42
2021-11-27,"Quebec","dose_3",2.96
2021-11-27,"Ontario","dose_1",78.77
2021-11-27,"Ontario","dose_2",75.9
2021-11-27,"Manitoba","dose_1",77.09
2021-11-27,"Manitoba","dose_2",74.06
2021-11-27,"Manitoba","dose_3",5.4
2021-11-27,"Saskatchewan","dose_1",75.1
2021-11-27,"Saskatchewan","dose_2",69.99
2021-11-27,"Saskatchewan","dose_3",6.97
2021-11-27,"Alberta","dose_1",75.43
2021-11-27,"Alberta","dose_2",70.89
2021-11-27,"Alberta","dose_3",8.13
2021-11-27,"British Columbia","dose_1",80.44
2021-11-27,"British Columbia","dose_2",77.44
2021-11-27,"British Columbia","dose_3",7.21
2021-11-27,"Yukon","dose_1",78.68
2021-11-27,"Yukon","dose_2",75.1
2021-11-27,"Yukon","dose_3",16.57
2021-11-27,"Northwest Territories","dose_1",73.62
2021-11-27,"Northwest Territories","dose_2",69.98
2021-11-27,"Nunavut","dose_1",68.73
2021-11-27,"Nunavut","dose_2",60.78
2021-12-04,"Newfoundland and Labrador","dose_1",90
2021-12-04,"Newfoundland and Labrador","dose_2",84.89
2021-12-04,"Newfoundland and Labrador","dose_3",0.91
2021-12-04,"Prince Edward Island","dose_1",84.87
2021-12-04,"Prince Edward Island","dose_2",80.85
2021-12-04,"Prince Edward Island","dose_3",4.55
2021-12-04,"Nova Scotia","dose_1",84.04
2021-12-04,"Nova Scotia","dose_2",80.06
2021-12-04,"Nova Scotia","dose_3",2.7
2021-12-04,"New Brunswick","dose_1",83.1
2021-12-04,"New Brunswick","dose_2",77.96
2021-12-04,"Quebec","dose_1",81.45
2021-12-04,"Quebec","dose_2",77.64
2021-12-04,"Quebec","dose_3",3.47
2021-12-04,"Ontario","dose_1",79.66
2021-12-04,"Ontario","dose_2",75.93
2021-12-04,"Ontario","dose_3",5.46
2021-12-04,"Manitoba","dose_1",78.7
2021-12-04,"Manitoba","dose_2",74.35
2021-12-04,"Manitoba","dose_3",6.68
2021-12-04,"Saskatchewan","dose_1",76.9
2021-12-04,"Saskatchewan","dose_2",70.43
2021-12-04,"Saskatchewan","dose_3",7.63
2021-12-04,"Alberta","dose_1",75.76
2021-12-04,"Alberta","dose_2",70.97
2021-12-04,"Alberta","dose_3",8.88
2021-12-04,"British Columbia","dose_1",81.15
2021-12-04,"British Columbia","dose_2",77.77
2021-12-04,"British Columbia","dose_3",9
2021-12-04,"Yukon","dose_1",79.04
2021-12-04,"Yukon","dose_2",75.62
2021-12-04,"Yukon","dose_3",19.59
2021-12-04,"Northwest Territories","dose_1",76.31
2021-12-04,"Northwest Territories","dose_2",70.52
2021-12-04,"Nunavut","dose_1",70.91
2021-12-04,"Nunavut","dose_2",61.29
2021-12-11,"Newfoundland and Labrador","dose_1",91.48
2021-12-11,"Newfoundland and Labrador","dose_2",85.33
2021-12-11,"Newfoundland and Labrador","dose_3",1.25
2021-12-11,"Prince Edward Island","dose_1",85.65
2021-12-11,"Prince Edward Island","dose_2",81.15
2021-12-11,"Prince Edward Island","dose_3",5.49
2021-12-11,"Nova Scotia","dose_1",85.95
2021-12-11,"Nova Scotia","dose_2",80.56
2021-12-11,"Nova Scotia","dose_3",4.12
2021-12-11,"New Brunswick","dose_1",84.07
2021-12-11,"New Brunswick","dose_2",78.22
2021-12-11,"New Brunswick","dose_3",8.3
2021-12-11,"Quebec","dose_1",82.73
2021-12-11,"Quebec","dose_2",77.85
2021-12-11,"Quebec","dose_3",4.58
2021-12-11,"Ontario","dose_1",80.56
2021-12-11,"Ontario","dose_2",76.14
2021-12-11,"Ontario","dose_3",7.47
2021-12-11,"Manitoba","dose_1",79.64
2021-12-11,"Manitoba","dose_2",74.3
2021-12-11,"Manitoba","dose_3",8.77
2021-12-11,"Saskatchewan","dose_1",77.63
2021-12-11,"Saskatchewan","dose_2",70.79
2021-12-11,"Saskatchewan","dose_3",9.79
2021-12-11,"Alberta","dose_1",76.49
2021-12-11,"Alberta","dose_2",71.3
2021-12-11,"Alberta","dose_3",10.86
2021-12-11,"British Columbia","dose_1",82.09
2021-12-11,"British Columbia","dose_2",77.95
2021-12-11,"British Columbia","dose_3",10.81
2021-12-11,"Yukon","dose_1",80.33
2021-12-11,"Yukon","dose_2",75.58
2021-12-11,"Yukon","dose_3",22.66
2021-12-11,"Northwest Territories","dose_1",77.41
2021-12-11,"Northwest Territories","dose_2",70.69
2021-12-11,"Northwest Territories","dose_3",29.73
2021-12-11,"Nunavut","dose_1",74.37
2021-12-11,"Nunavut","dose_2",61.97
2021-12-18,"Newfoundland and Labrador","dose_1",92.89
2021-12-18,"Newfoundland and Labrador","dose_2",85.72
2021-12-18,"Newfoundland and Labrador","dose_3",2.71
2021-12-18,"Prince Edward Island","dose_1",86.62
2021-12-18,"Prince Edward Island","dose_2",81.4
2021-12-18,"Prince Edward Island","dose_3",6.75
2021-12-18,"Nova Scotia","dose_1",87.13
2021-12-18,"Nova Scotia","dose_2",80.79
2021-12-18,"Nova Scotia","dose_3",7.43
2021-12-18,"New Brunswick","dose_1",85.16
2021-12-18,"New Brunswick","dose_2",78
2021-12-18,"New Brunswick","dose_3",12.67
2021-12-18,"Quebec","dose_1",83.69
2021-12-18,"Quebec","dose_2",78.05
2021-12-18,"Quebec","dose_3",7.43
2021-12-18,"Ontario","dose_1",81.2
2021-12-18,"Ontario","dose_2",76.35
2021-12-18,"Ontario","dose_3",12.45
2021-12-18,"Manitoba","dose_1",80.48
2021-12-18,"Manitoba","dose_2",74.5
2021-12-18,"Manitoba","dose_3",11.67
2021-12-18,"Saskatchewan","dose_1",78.09
2021-12-18,"Saskatchewan","dose_2",71.16
2021-12-18,"Saskatchewan","dose_3",14.06
2021-12-18,"Alberta","dose_1",77.06
2021-12-18,"Alberta","dose_2",71.62
2021-12-18,"Alberta","dose_3",13.39
2021-12-18,"British Columbia","dose_1",82.86
2021-12-18,"British Columbia","dose_2",78.24
2021-12-18,"British Columbia","dose_3",13.2
2021-12-18,"Yukon","dose_1",82.07
2021-12-18,"Yukon","dose_2",75.72
2021-12-18,"Yukon","dose_3",23.74
2021-12-18,"Northwest Territories","dose_1",77.96
2021-12-18,"Northwest Territories","dose_2",71.09
2021-12-18,"Northwest Territories","dose_3",31.16
2021-12-18,"Nunavut","dose_1",75.2
2021-12-18,"Nunavut","dose_2",61.71
2021-12-18,"Nunavut","dose_3",14.03
2021-12-25,"Newfoundland and Labrador","dose_1",93.26
2021-12-25,"Newfoundland and Labrador","dose_2",85.93
2021-12-25,"Newfoundland and Labrador","dose_3",7.62
2021-12-25,"Prince Edward Island","dose_1",87.23
2021-12-25,"Prince Edward Island","dose_2",81.46
2021-12-25,"Prince Edward Island","dose_3",9.24
2021-12-25,"Nova Scotia","dose_1",87.59
2021-12-25,"Nova Scotia","dose_2",80.98
2021-12-25,"Nova Scotia","dose_3",11.02
2021-12-25,"New Brunswick","dose_1",85.61
2021-12-25,"New Brunswick","dose_2",78.24
2021-12-25,"New Brunswick","dose_3",16.91
2021-12-25,"Quebec","dose_1",84.11
2021-12-25,"Quebec","dose_2",78.22
2021-12-25,"Quebec","dose_3",11.78
2021-12-25,"Ontario","dose_1",81.71
2021-12-25,"Ontario","dose_2",76.57
2021-12-25,"Ontario","dose_3",19.4
2021-12-25,"Manitoba","dose_1",80.94
2021-12-25,"Manitoba","dose_2",74.72
2021-12-25,"Manitoba","dose_3",17.75
2021-12-25,"Saskatchewan","dose_1",78.4
2021-12-25,"Saskatchewan","dose_2",71.56
2021-12-25,"Saskatchewan","dose_3",18.98
2021-12-25,"Alberta","dose_1",77.49
2021-12-25,"Alberta","dose_2",71.85
2021-12-25,"Alberta","dose_3",17.13
2021-12-25,"British Columbia","dose_1",83.57
2021-12-25,"British Columbia","dose_2",78.3
2021-12-25,"British Columbia","dose_3",15.48
2021-12-25,"Yukon","dose_1",82.81
2021-12-25,"Yukon","dose_2",75.9
2021-12-25,"Yukon","dose_3",25.99
2021-12-25,"Northwest Territories","dose_1",77.96
2021-12-25,"Northwest Territories","dose_2",71.09
2021-12-25,"Northwest Territories","dose_3",31.16
2021-12-25,"Nunavut","dose_1",76.06
2021-12-25,"Nunavut","dose_2",61.83
2021-12-25,"Nunavut","dose_3",16.1
2022-01-01,"Newfoundland and Labrador","dose_1",93.36
2022-01-01,"Newfoundland and Labrador","dose_2",86.01
2022-01-01,"Newfoundland and Labrador","dose_3",10.69
2022-01-01,"Prince Edward Island","dose_1",87.37
2022-01-01,"Prince Edward Island","dose_2",81.54
2022-01-01,"Prince Edward Island","dose_3",11.12
2022-01-01,"Nova Scotia","dose_1",88
2022-01-01,"Nova Scotia","dose_2",81.1
2022-01-01,"Nova Scotia","dose_3",13.41
2022-01-01,"New Brunswick","dose_1",85.85
2022-01-01,"New Brunswick","dose_2",78.31
2022-01-01,"New Brunswick","dose_3",19.31
2022-01-01,"Quebec","dose_1",84.27
2022-01-01,"Quebec","dose_2",78.32
2022-01-01,"Quebec","dose_3",16.03
2022-01-01,"Ontario","dose_1",82.02
2022-01-01,"Ontario","dose_2",76.73
2022-01-01,"Ontario","dose_3",24.83
2022-01-01,"Manitoba","dose_1",81.14
2022-01-01,"Manitoba","dose_2",74.85
2022-01-01,"Manitoba","dose_3",22.15
2022-01-01,"Saskatchewan","dose_1",78.64
2022-01-01,"Saskatchewan","dose_2",71.96
2022-01-01,"Saskatchewan","dose_3",23.54
2022-01-01,"Alberta","dose_1",77.79
2022-01-01,"Alberta","dose_2",72.02
2022-01-01,"Alberta","dose_3",19.97
2022-01-01,"British Columbia","dose_1",83.9
2022-01-01,"British Columbia","dose_2",78.46
2022-01-01,"British Columbia","dose_3",17.44
2022-01-01,"Yukon","dose_1",82.9
2022-01-01,"Yukon","dose_2",76.06
2022-01-01,"Yukon","dose_3",25.99
2022-01-01,"Northwest Territories","dose_1",78.44
2022-01-01,"Northwest Territories","dose_2",71.37
2022-01-01,"Northwest Territories","dose_3",33.4
2022-01-01,"Nunavut","dose_1",76.92
2022-01-01,"Nunavut","dose_2",61.86
2022-01-01,"Nunavut","dose_3",20.01
2022-01-08,"Newfoundland and Labrador","dose_1",93.78
2022-01-08,"Newfoundland and Labrador","dose_2",86.2
2022-01-08,"Newfoundland and Labrador","dose_3",17.64
2022-01-08,"Prince Edward Island","dose_1",87.86
2022-01-08,"Prince Edward Island","dose_2",81.68
2022-01-08,"Prince Edward Island","dose_3",14.6
2022-01-08,"Nova Scotia","dose_1",88.28
2022-01-08,"Nova Scotia","dose_2",81.13
2022-01-08,"Nova Scotia","dose_3",18.21
2022-01-08,"New Brunswick","dose_1",86.3
2022-01-08,"New Brunswick","dose_2",78.54
2022-01-08,"New Brunswick","dose_3",24.2
2022-01-08,"Quebec","dose_1",84.53
2022-01-08,"Quebec","dose_2",78.49
2022-01-08,"Quebec","dose_3",22.24
2022-01-08,"Ontario","dose_1",82.43
2022-01-08,"Ontario","dose_2",77.06
2022-01-08,"Ontario","dose_3",31.61
2022-01-08,"Manitoba","dose_1",81.54
2022-01-08,"Manitoba","dose_2",75.11
2022-01-08,"Manitoba","dose_3",27.02
2022-01-08,"Saskatchewan","dose_1",79.07
2022-01-08,"Saskatchewan","dose_2",72.74
2022-01-08,"Saskatchewan","dose_3",26.66
2022-01-08,"Alberta","dose_1",78.17
2022-01-08,"Alberta","dose_2",72.26
2022-01-08,"Alberta","dose_3",24.48
2022-01-08,"British Columbia","dose_1",84.38
2022-01-08,"British Columbia","dose_2",78.65
2022-01-08,"British Columbia","dose_3",20.89
2022-01-08,"Yukon","dose_1",83.21
2022-01-08,"Yukon","dose_2",76.15
2022-01-08,"Yukon","dose_3",32.42
2022-01-08,"Northwest Territories","dose_1",78.67
2022-01-08,"Northwest Territories","dose_2",71.48
2022-01-08,"Northwest Territories","dose_3",34.85
2022-01-08,"Nunavut","dose_1",77.72
2022-01-08,"Nunavut","dose_2",62.2
2022-01-08,"Nunavut","dose_3",22.92
